order_id,shipping_carrier,actual_shipping_cost,delivery_days,return_handling_cost,support_tickets
10217,DHL,21.96,4,0.0,0
10218,Standard,10.85,2,0.0,1
10219,UPS,43.3,3,0.0,0
10220,Standard,114.31,4,9.12,1
10221,UPS,20.66,7,0.0,2
10222,Standard,9.65,2,0.0,0
10223,FedEx,11.3,4,0.0,0
10224,Standard,16.57,2,0.0,0
10225,Standard,30.21,2,0.0,0
10226,DHL,36.05,5,7.5,1
10227,FedEx,17.83,3,0.0,0
10228,DHL,19.07,2,0.0,0
10229,Standard,17.11,3,0.0,0
10230,DHL,38.04,7,0.0,0
10231,DHL,11.87,5,7.31,1
10232,Standard,37.8,8,0.0,0
10233,UPS,14.42,5,13.22,0
10234,UPS,35.38,7,0.0,0
10235,FedEx,24.27,3,9.71,1
10236,UPS,33.69,3,0.0,0
10237,UPS,18.88,4,0.0,0
10238,UPS,11.11,4,0.0,1
10239,UPS,29.71,5,8.84,2
10240,Standard,22.08,2,0.0,0
10241,UPS,7.15,3,7.23,1
10242,UPS,18.85,2,0.0,1
10243,UPS,73.45,2,10.02,0
10244,Standard,9.8,3,13.06,2
10245,FedEx,32.22,6,0.0,1
10246,FedEx,42.95,6,11.35,2
10247,FedEx,6.89,1,0.0,0
10248,Standard,7.47,2,0.0,0
10249,UPS,15.59,2,0.0,0
10250,Standard,7.0,3,11.12,0
10251,FedEx,8.34,2,8.11,1
10252,Standard,8.55,2,0.0,0
10253,UPS,7.19,2,0.0,0
10254,Standard,8.39,1,11.48,0
10255,FedEx,21.66,3,10.62,0
10256,Standard,14.16,2,0.0,0
10257,Standard,8.42,1,0.0,0
10258,FedEx,29.34,3,0.0,0
10259,FedEx,7.87,2,0.0,0
10260,FedEx,34.6,8,0.0,0
10261,FedEx,35.59,2,0.0,0
10262,DHL,37.55,1,27.83,1
10263,UPS,8.37,3,0.0,0
10264,UPS,10.88,2,0.0,0
10265,DHL,21.08,8,0.0,0
10266,FedEx,100.38,4,0.0,0
10267,DHL,14.39,2,0.0,0
10268,UPS,8.71,3,0.0,0
10269,Standard,94.0,5,6.68,1
10270,Standard,9.81,6,6.8,0
10271,UPS,15.64,3,0.0,0
10272,UPS,41.81,1,0.0,0
10273,Standard,6.83,3,0.0,0
10274,UPS,37.39,3,0.0,0
10275,FedEx,48.47,4,0.0,0
10276,Standard,19.38,3,26.96,0
10277,Standard,35.15,3,0.0,0
10278,UPS,117.15,6,0.0,0
10279,DHL,23.3,4,10.41,0
10280,Standard,14.92,5,0.0,0
10281,Standard,11.32,3,18.96,0
10282,DHL,27.22,1,0.0,0
10283,Standard,11.98,4,0.0,0
10284,FedEx,12.65,2,14.14,2
10285,Standard,7.21,2,0.0,1
10286,Standard,21.87,7,0.0,1
10287,FedEx,12.11,2,12.87,1
10288,Standard,17.68,1,0.0,0
10289,FedEx,78.28,1,14.11,1
10290,UPS,15.24,6,0.0,1
10291,Standard,112.49,5,0.0,0
10292,DHL,41.23,3,0.0,1
10293,DHL,24.6,6,12.54,1
10294,Standard,9.74,2,6.96,0
10295,FedEx,13.43,4,0.0,0
10296,FedEx,7.77,1,0.0,0
10297,FedEx,14.74,2,0.0,0
10298,FedEx,15.93,1,8.61,1
10299,FedEx,19.81,7,0.0,1
10300,FedEx,8.43,3,0.0,0
10301,Standard,30.28,6,8.47,1
10302,FedEx,11.94,1,13.42,1
10303,Standard,70.98,5,0.0,1
10304,FedEx,23.59,1,0.0,0
10305,FedEx,7.86,3,13.83,0
10306,DHL,24.85,4,0.0,0
10307,Standard,32.64,6,10.84,1
10308,Standard,14.82,4,13.93,1
10309,UPS,20.47,5,0.0,1
10310,DHL,10.66,2,0.0,0
10311,UPS,9.72,3,0.0,0
10312,Standard,45.93,4,0.0,0
10313,UPS,10.97,3,8.37,1
10314,DHL,36.9,2,0.0,0
10315,FedEx,19.14,4,0.0,2
10316,Standard,76.3,7,0.0,0
10317,UPS,12.2,2,0.0,0
10318,Standard,25.2,3,0.0,0
10319,Standard,10.01,4,0.0,0
10320,UPS,13.93,4,0.0,0
10321,DHL,17.94,4,0.0,0
10322,UPS,7.5,2,9.5,1
10323,Standard,21.68,5,0.0,0
10324,Standard,8.45,2,10.38,0
10325,UPS,7.37,3,0.0,0
10326,FedEx,13.54,2,0.0,1
10327,Standard,26.37,4,11.44,0
10328,FedEx,53.14,7,0.0,1
10329,UPS,39.88,5,0.0,1
10330,FedEx,13.62,3,0.0,1
10331,UPS,10.89,3,0.0,0
10332,FedEx,29.06,3,0.0,0
10333,UPS,20.92,2,0.0,1
10334,UPS,6.58,3,0.0,0
10335,Standard,43.27,7,0.0,0
10336,Standard,9.22,4,0.0,0
10337,Standard,7.42,3,12.56,0
10338,Standard,14.74,6,0.0,1
10339,Standard,14.46,1,12.29,1
10340,Standard,14.43,3,0.0,0
10341,DHL,43.52,2,0.0,0
10342,Standard,12.75,2,0.0,0
10343,UPS,7.65,3,0.0,0
10344,FedEx,158.51,6,0.0,1
10345,Standard,9.21,2,10.84,1
10346,Standard,8.41,2,0.0,0
10347,UPS,9.49,2,12.2,1
10348,DHL,29.28,6,7.26,2
10349,Standard,16.45,6,0.0,0
10350,FedEx,18.73,4,10.86,1
10351,DHL,51.16,2,10.43,0
10352,UPS,12.42,1,0.0,2
10353,FedEx,25.96,2,13.8,2
10354,FedEx,35.76,2,11.12,2
10355,UPS,13.56,5,0.0,0
10356,FedEx,11.94,3,0.0,0
10357,UPS,8.75,2,0.0,0
10358,FedEx,8.63,3,0.0,0
10359,Standard,36.45,2,23.29,0
10360,UPS,10.31,2,0.0,0
10361,Standard,10.93,5,0.0,0
10362,FedEx,12.6,1,0.0,0
10363,DHL,66.07,1,0.0,0
10364,FedEx,12.67,4,0.0,0
10365,DHL,32.11,4,0.0,0
10366,Standard,21.42,5,6.96,1
10367,Standard,24.63,3,6.2,0
10368,Standard,15.66,1,0.0,0
10369,FedEx,27.44,2,13.55,0
10370,Standard,19.16,4,0.0,0
10371,Standard,13.82,6,11.82,1
10372,UPS,13.99,2,13.57,0
10373,Standard,16.81,5,0.0,0
10374,FedEx,90.71,2,7.23,0
10375,Standard,8.58,2,0.0,0
10376,FedEx,39.29,5,6.37,1
10377,UPS,21.36,3,0.0,0
10378,UPS,7.78,3,0.0,0
10379,FedEx,13.17,1,0.0,1
10380,Standard,21.17,5,11.0,0
10381,Standard,15.8,2,0.0,0
10382,UPS,9.72,3,0.0,0
10383,Standard,6.25,3,0.0,0
10384,FedEx,12.15,1,0.0,0
10385,UPS,7.92,5,0.0,0
10386,DHL,118.03,5,11.22,1
10387,UPS,8.37,4,0.0,0
10388,UPS,17.37,1,9.49,0
10389,DHL,9.47,1,11.69,0
10390,UPS,12.15,5,11.55,0
10391,FedEx,23.0,1,0.0,0
10392,FedEx,12.12,4,10.16,0
10393,Standard,6.67,3,0.0,0
10394,Standard,19.14,3,0.0,0
10395,Standard,14.96,3,0.0,0
10396,DHL,10.54,1,0.0,1
10397,Standard,24.03,3,12.35,1
10398,FedEx,43.15,6,0.0,0
10399,Standard,10.81,3,0.0,0
10400,Standard,14.66,6,0.0,2
10401,Standard,30.71,4,0.0,0
10402,DHL,17.04,2,0.0,0
10403,UPS,16.93,2,0.0,0
10404,Standard,6.85,3,13.63,1
10405,Standard,8.93,2,0.0,1
10406,FedEx,13.65,5,12.97,1
10407,UPS,7.44,3,0.0,0
10408,UPS,9.44,2,13.57,0
10409,DHL,34.52,2,0.0,0
10410,UPS,10.94,5,0.0,0
10411,FedEx,25.18,2,0.0,0
10412,UPS,9.41,4,6.99,0
10413,Standard,14.01,2,0.0,0
10414,FedEx,22.7,5,0.0,0
10415,DHL,10.13,1,0.0,0
10416,DHL,51.99,1,0.0,0
10417,Standard,7.25,2,12.05,0
10418,FedEx,78.2,1,0.0,0
10419,Standard,6.43,1,0.0,0
10420,FedEx,18.94,4,13.66,1
10421,UPS,14.76,5,0.0,1
10422,FedEx,20.65,4,7.37,0
10423,Standard,7.04,2,0.0,0
10424,FedEx,11.84,3,7.46,1
10425,Standard,26.29,1,0.0,0
10426,FedEx,15.91,2,13.01,0
10427,Standard,18.25,4,11.29,1
10428,DHL,35.62,3,0.0,0
10429,FedEx,7.23,1,0.0,2
10430,FedEx,17.61,3,0.0,0
10431,DHL,10.64,3,10.74,1
10432,Standard,9.06,1,0.0,0
10433,FedEx,111.18,8,0.0,1
10434,DHL,49.86,3,9.11,1
10435,UPS,11.78,1,0.0,1
10436,FedEx,7.02,2,6.63,1
10437,Standard,5.31,2,0.0,0
10438,Standard,39.28,6,0.0,1
10439,DHL,22.5,3,10.76,1
10440,Standard,18.43,3,0.0,0
10441,DHL,32.32,7,9.88,0
10442,Standard,13.69,2,8.85,0
10443,Standard,24.7,1,0.0,0
10444,DHL,11.52,3,0.0,0
10445,FedEx,69.8,4,0.0,0
10446,Standard,19.45,3,0.0,1
10447,Standard,16.01,2,0.0,2
10448,Standard,35.04,4,0.0,0
10449,FedEx,7.54,1,0.0,0
10450,FedEx,8.68,2,0.0,0
10451,Standard,8.24,3,11.55,2
10452,UPS,35.73,3,0.0,0
10453,FedEx,89.08,5,0.0,0
10454,Standard,7.77,3,0.0,0
10455,FedEx,52.2,2,9.06,1
10456,FedEx,9.03,2,12.63,0
10457,FedEx,11.0,2,0.0,1
10458,UPS,23.89,6,8.32,2
10459,UPS,12.11,2,0.0,0
10460,UPS,31.58,5,7.78,0
10461,UPS,29.83,4,0.0,1
10462,Standard,10.21,1,0.0,0
10463,Standard,23.41,4,7.99,1
10464,DHL,43.71,3,0.0,0
10465,DHL,13.55,4,0.0,0
10466,Standard,6.3,2,7.69,0
10467,Standard,22.43,7,15.01,4
10468,Standard,11.33,7,0.0,0
10469,Standard,17.05,3,0.0,0
10470,FedEx,44.57,2,8.54,1
10471,UPS,17.35,3,6.37,0
10472,Standard,6.77,5,10.46,0
10473,FedEx,8.49,2,0.0,2
10474,FedEx,99.46,2,8.57,1
10475,UPS,10.25,1,0.0,0
10476,UPS,10.16,6,0.0,0
10477,Standard,6.7,3,6.92,0
10478,Standard,16.54,3,0.0,1
10479,FedEx,59.5,7,0.0,0
10480,FedEx,30.11,6,11.47,1
10481,FedEx,10.91,4,0.0,0
10482,Standard,33.46,5,0.0,0
10483,Standard,10.75,8,0.0,1
10484,Standard,6.0,1,0.0,0
10485,DHL,12.45,5,0.0,0
10486,Standard,18.15,2,0.0,0
10487,FedEx,7.86,4,0.0,1
10488,FedEx,11.53,4,11.69,0
10489,DHL,8.07,2,0.0,0
10490,DHL,62.25,6,6.97,1
10491,Standard,12.04,5,0.0,0
10492,Standard,23.22,4,13.92,0
10493,DHL,14.69,2,0.0,0
10494,FedEx,12.04,2,9.65,1
10495,UPS,13.65,4,9.75,1
10496,UPS,10.23,3,0.0,0
10497,Standard,7.3,3,0.0,0
10498,DHL,27.3,2,0.0,0
10499,DHL,10.44,3,0.0,0
10500,FedEx,57.72,5,13.19,0
10501,FedEx,37.46,7,7.56,0
10502,Standard,33.33,5,8.5,1
10503,Standard,8.83,7,0.0,1
10504,UPS,7.19,1,10.19,0
10505,UPS,62.66,3,0.0,0
10506,UPS,7.85,3,0.0,0
10507,DHL,14.7,2,0.0,0
10508,Standard,39.2,5,0.0,1
10509,Standard,9.81,3,0.0,0
10510,Standard,14.2,2,0.0,0
10511,Standard,9.96,2,0.0,0
10512,UPS,13.72,2,0.0,0
10513,Standard,15.79,7,0.0,1
10514,DHL,17.76,2,0.0,1
10515,UPS,38.63,4,0.0,0
10516,FedEx,46.95,2,0.0,0
10517,Standard,51.17,1,0.0,0
10518,DHL,8.81,2,0.0,0
10519,UPS,27.08,5,0.0,0
10520,DHL,24.12,2,6.06,1
10521,DHL,46.55,6,11.04,0
10522,Standard,8.1,3,0.0,0
10523,UPS,38.37,6,10.91,1
10524,FedEx,42.17,2,0.0,0
10525,UPS,11.11,3,0.0,0
10526,FedEx,30.08,7,0.0,1
10527,FedEx,61.14,6,0.0,0
10528,UPS,18.54,5,0.0,0
10529,Standard,8.47,6,0.0,1
10530,Standard,21.16,3,0.0,0
10531,Standard,12.36,1,13.44,1
10532,Standard,31.3,4,0.0,0
10533,FedEx,10.92,5,0.0,1
10534,FedEx,10.07,1,0.0,0
10535,UPS,33.86,2,0.0,0
10536,Standard,7.77,2,0.0,0
10537,FedEx,18.7,4,0.0,0
10538,UPS,11.54,1,0.0,0
10539,DHL,24.97,2,0.0,0
10540,Standard,7.87,2,0.0,0
10541,Standard,34.41,3,0.0,0
10542,FedEx,21.17,3,20.02,0
10543,UPS,7.37,2,12.22,0
10544,UPS,12.62,4,0.0,0
10545,Standard,12.43,3,0.0,0
10546,UPS,49.15,5,0.0,0
10547,Standard,9.51,2,0.0,0
10548,DHL,8.02,2,0.0,0
10549,Standard,6.87,2,10.41,0
10550,Standard,14.32,3,0.0,0
10551,DHL,67.96,1,0.0,0
10552,FedEx,8.62,1,9.15,3
10553,FedEx,10.98,2,0.0,0
10554,FedEx,8.83,4,0.0,0
10555,Standard,6.0,3,0.0,0
10556,Standard,6.03,1,0.0,0
10557,FedEx,20.46,1,6.02,1
10558,FedEx,13.71,4,0.0,0
10559,FedEx,76.4,6,8.32,1
10560,UPS,11.11,2,0.0,0
10561,Standard,17.24,5,0.0,0
10562,FedEx,18.9,7,12.3,1
10563,UPS,41.66,4,11.2,0
10564,FedEx,16.21,5,12.48,1
10565,UPS,29.27,3,0.0,1
10566,Standard,8.88,1,0.0,0
10567,FedEx,69.82,4,0.0,0
10568,FedEx,8.62,2,0.0,0
10569,UPS,9.37,3,13.88,0
10570,Standard,13.61,4,0.0,1
10571,UPS,21.78,4,11.43,2
10572,UPS,37.25,4,10.98,0
10573,FedEx,10.22,2,9.78,1
10574,DHL,14.27,1,12.81,0
10575,Standard,24.72,2,11.38,1
10576,Standard,49.15,7,0.0,1
10577,UPS,9.75,3,0.0,1
10578,Standard,7.83,3,0.0,1
10579,FedEx,10.96,3,0.0,0
10580,Standard,15.71,4,0.0,0
10581,FedEx,54.03,4,13.89,1
10582,Standard,6.67,4,0.0,0
10583,FedEx,21.83,5,0.0,0
10584,Standard,29.17,5,0.0,0
10585,Standard,15.51,5,10.13,0
10586,DHL,11.4,2,10.53,0
10587,UPS,50.66,7,22.15,1
10588,UPS,8.1,3,0.0,0
10589,UPS,25.68,2,0.0,0
10590,FedEx,41.22,5,0.0,0
10591,UPS,7.5,1,0.0,0
10592,UPS,6.47,1,0.0,0
10593,FedEx,11.55,2,9.93,2
10594,FedEx,18.93,3,0.0,0
10595,UPS,25.02,3,0.0,0
10596,FedEx,11.9,4,0.0,1
10597,Standard,21.6,3,6.46,2
10598,Standard,46.41,4,0.0,0
10599,FedEx,21.57,3,0.0,0
10600,Standard,19.27,2,10.14,0
10601,UPS,46.27,4,0.0,0
10602,Standard,24.19,4,0.0,0
10603,Standard,49.85,6,0.0,0
10604,Standard,10.44,5,0.0,0
10605,Standard,18.4,1,0.0,0
10606,FedEx,79.71,6,0.0,0
10607,Standard,7.26,1,0.0,0
10608,UPS,15.98,5,13.09,0
10609,FedEx,11.94,3,9.25,1
10610,Standard,11.45,4,12.07,2
10611,Standard,9.77,5,0.0,0
10612,FedEx,8.81,2,0.0,0
10613,FedEx,20.05,7,12.01,1
10614,UPS,10.6,4,0.0,0
10615,UPS,17.4,1,0.0,0
10616,FedEx,9.06,2,0.0,0
10617,Standard,19.13,4,9.88,0
10618,UPS,6.93,2,0.0,0
10619,DHL,24.55,3,0.0,0
10620,Standard,14.25,2,6.48,1
10621,UPS,71.49,2,17.42,2
10622,FedEx,14.01,2,0.0,0
10623,UPS,10.74,6,0.0,1
10624,UPS,58.9,6,11.21,1
10625,UPS,8.44,2,0.0,0
10626,Standard,18.37,4,9.93,1
10627,DHL,20.86,3,0.0,0
10628,DHL,15.53,2,8.66,0
10629,UPS,28.64,2,0.0,0
10630,UPS,11.14,4,13.88,1
10631,Standard,11.69,4,0.0,0
10632,FedEx,19.87,4,0.0,2
10633,FedEx,13.88,3,11.72,0
10634,Standard,18.09,5,0.0,0
10635,FedEx,11.4,2,0.0,0
10636,DHL,33.55,2,0.0,0
10637,FedEx,18.48,2,13.66,1
10638,Standard,10.06,3,0.0,1
10639,FedEx,8.13,3,7.69,1
10640,Standard,11.31,3,0.0,0
10641,UPS,7.86,3,0.0,0
10642,FedEx,19.59,3,0.0,0
10643,Standard,13.49,3,13.87,2
10644,Standard,42.1,8,9.61,0
10645,UPS,7.73,3,13.14,1
10646,Standard,8.88,4,0.0,0
10647,FedEx,33.46,1,0.0,0
10648,FedEx,34.52,7,9.84,2
10649,Standard,20.04,3,0.0,0
10650,UPS,28.64,2,0.0,1
10651,Standard,16.4,6,0.0,0
10652,Standard,17.55,3,0.0,0
10653,FedEx,70.61,3,0.0,0
10654,Standard,6.16,1,0.0,0
10655,Standard,6.39,3,0.0,1
10656,FedEx,9.76,5,8.52,0
10657,Standard,17.3,3,0.0,0
10658,Standard,29.88,3,0.0,0
10659,Standard,16.06,4,0.0,1
10660,Standard,6.76,1,0.0,0
10661,UPS,17.18,3,0.0,1
10662,DHL,17.82,5,0.0,0
10663,DHL,29.01,4,0.0,0
10664,FedEx,19.0,6,0.0,0
10665,FedEx,48.7,3,10.31,0
10666,DHL,8.13,3,0.0,0
10667,FedEx,8.82,4,0.0,1
10668,Standard,7.38,2,0.0,1
10669,DHL,18.52,1,0.0,0
10670,UPS,29.71,7,0.0,0
10671,UPS,41.17,6,10.98,0
10672,UPS,18.23,5,0.0,0
10673,FedEx,13.15,2,0.0,0
10674,FedEx,16.33,5,0.0,0
10675,UPS,6.6,2,10.72,1
10676,UPS,13.08,1,23.4,0
10677,Standard,9.3,5,0.0,0
10678,Standard,14.2,1,0.0,0
10679,Standard,39.94,1,0.0,0
10680,Standard,15.39,4,11.82,0
10681,UPS,17.33,2,0.0,1
10682,DHL,7.79,1,12.11,2
10683,UPS,168.16,4,11.32,0
10684,UPS,30.43,5,0.0,0
10685,UPS,7.85,3,0.0,0
10686,Standard,22.64,3,0.0,0
10687,FedEx,17.63,3,0.0,0
10688,FedEx,15.6,1,0.0,0
10689,Standard,6.76,3,0.0,0
10690,UPS,10.29,2,0.0,0
10691,Standard,21.92,4,0.0,0
10692,UPS,8.58,3,0.0,0
10693,Standard,9.18,3,13.92,2
10694,FedEx,17.44,4,7.58,1
10695,UPS,25.52,3,10.45,1
10696,UPS,6.89,4,0.0,0
10697,Standard,20.42,1,0.0,0
10698,FedEx,14.75,3,30.52,0
10699,FedEx,23.65,2,11.05,0
10700,FedEx,8.97,3,0.0,0
10701,FedEx,26.63,2,0.0,0
10702,UPS,21.31,4,13.58,2
10703,Standard,14.1,1,12.81,0
10704,UPS,16.51,4,18.44,0
10705,DHL,28.98,5,0.0,1
10706,Standard,5.54,1,0.0,0
10707,FedEx,90.3,2,0.0,0
10708,Standard,87.56,8,0.0,0
10709,Standard,9.22,3,12.52,1
10710,FedEx,18.43,3,0.0,0
10711,Standard,22.19,1,12.35,0
10712,FedEx,23.0,3,0.0,0
10713,UPS,11.49,4,9.49,1
10714,FedEx,9.07,4,0.0,0
10715,DHL,9.96,3,7.14,0
10716,Standard,6.22,4,0.0,0
10717,DHL,16.29,4,10.65,0
10718,Standard,18.65,4,0.0,0
10719,Standard,6.65,3,0.0,1
10720,DHL,7.86,1,0.0,0
10721,Standard,30.2,7,0.0,1
10722,UPS,46.94,5,0.0,0
10723,Standard,5.8,2,0.0,0
10724,FedEx,35.74,2,0.0,0
10725,FedEx,33.89,6,0.0,1
10726,Standard,22.05,4,0.0,0
10727,FedEx,93.59,2,12.94,1
10728,Standard,5.31,1,11.09,2
10729,UPS,7.61,2,0.0,0
10730,UPS,18.58,1,0.0,1
10731,Standard,54.66,6,0.0,1
10732,DHL,16.37,3,0.0,0
10733,DHL,105.49,5,0.0,0
10734,FedEx,24.21,3,0.0,0
10735,UPS,34.1,5,21.43,1
10736,DHL,43.19,2,0.0,0
10737,Standard,6.44,1,0.0,0
10738,Standard,37.7,8,7.16,1
10739,UPS,12.96,1,7.56,1
10740,Standard,12.74,4,10.79,2
10741,Standard,11.15,3,0.0,0
10742,FedEx,18.37,2,0.0,0
10743,UPS,12.77,5,0.0,0
10744,FedEx,13.31,1,0.0,0
10745,Standard,8.12,2,0.0,0
10746,Standard,19.3,3,0.0,0
10747,Standard,12.02,3,0.0,0
10748,UPS,9.88,3,13.01,0
10749,UPS,20.97,2,0.0,0
10750,FedEx,7.86,2,0.0,0
10751,UPS,56.29,7,0.0,0
10752,Standard,11.28,4,0.0,0
10753,FedEx,20.01,3,0.0,0
10754,Standard,10.32,2,8.48,1
10755,UPS,13.93,5,0.0,0
10756,FedEx,7.5,4,0.0,0
10757,Standard,5.97,4,12.72,0
10758,FedEx,13.2,4,0.0,0
10759,Standard,62.35,7,0.0,1
10760,DHL,100.26,3,0.0,0
10761,DHL,46.13,2,0.0,0
10762,UPS,59.43,5,0.0,0
10763,Standard,8.88,4,0.0,0
10764,DHL,9.92,2,0.0,0
10765,FedEx,20.42,5,0.0,1
10766,Standard,6.55,3,0.0,0
10767,Standard,59.14,3,0.0,0
10768,Standard,44.48,7,0.0,1
10769,Standard,6.65,3,0.0,1
10770,Standard,11.83,1,0.0,1
10771,UPS,7.25,3,13.38,2
10772,Standard,31.14,6,8.83,0
10773,Standard,13.58,5,0.0,0
10774,Standard,84.34,4,0.0,0
10775,Standard,23.79,2,13.43,1
10776,Standard,13.84,5,9.29,0
10777,Standard,11.68,3,12.58,0
10778,Standard,7.82,2,0.0,0
10779,DHL,21.6,5,0.0,0
10780,FedEx,11.25,2,0.0,0
10781,DHL,39.95,8,0.0,0
10782,Standard,12.06,1,0.0,0
10783,Standard,32.97,5,0.0,0
10784,FedEx,12.11,3,0.0,0
10785,FedEx,11.03,3,6.75,0
10786,Standard,29.0,4,11.15,1
10787,Standard,47.85,3,0.0,0
10788,Standard,7.26,1,0.0,0
10789,FedEx,8.03,3,0.0,0
10790,FedEx,7.77,2,0.0,1
10791,FedEx,19.21,2,0.0,0
10792,UPS,7.06,1,8.29,1
10793,UPS,14.1,3,0.0,3
10794,Standard,10.45,2,0.0,0
10795,FedEx,24.0,2,0.0,0
10796,DHL,8.22,3,9.05,1
10797,UPS,10.05,3,0.0,0
10798,FedEx,93.08,4,13.61,0
10799,UPS,23.44,1,0.0,0
10800,Standard,8.99,2,0.0,1
10801,UPS,19.47,2,0.0,0
10802,Standard,6.39,1,20.11,0
10803,Standard,6.04,2,0.0,0
10804,Standard,8.66,3,6.98,2
10805,UPS,13.32,4,0.0,0
10806,FedEx,10.07,1,8.42,0
10807,FedEx,21.76,1,8.53,1
10808,UPS,22.99,3,0.0,0
10809,Standard,9.35,2,13.33,0
10810,DHL,19.65,4,0.0,0
10811,UPS,8.44,4,0.0,0
10812,UPS,15.23,2,6.52,0
10813,FedEx,40.44,3,0.0,0
10814,FedEx,26.8,7,11.91,0
10815,Standard,7.51,3,0.0,0
10816,Standard,35.03,3,0.0,0
10817,Standard,10.48,3,0.0,1
10818,FedEx,58.2,4,0.0,0
10819,UPS,47.85,4,11.64,1
10820,UPS,27.08,7,0.0,0
10821,UPS,14.46,2,0.0,0
10822,Standard,8.98,3,0.0,0
10823,FedEx,14.57,3,11.49,1
10824,UPS,15.89,4,0.0,0
10825,DHL,21.91,5,17.2,0
10826,FedEx,7.82,2,0.0,0
10827,Standard,29.0,2,0.0,0
10828,FedEx,9.19,4,0.0,1
10829,Standard,10.74,3,11.03,0
10830,FedEx,12.87,5,0.0,0
10831,UPS,30.59,3,0.0,0
10832,UPS,18.78,5,0.0,0
10833,DHL,12.58,3,13.03,1
10834,UPS,10.02,5,0.0,0
10835,FedEx,23.0,1,0.0,0
10836,Standard,20.56,1,12.64,0
10837,FedEx,12.31,2,0.0,0
10838,DHL,22.03,4,0.0,0
10839,DHL,266.51,7,0.0,0
10840,UPS,10.61,2,0.0,0
10841,Standard,10.94,4,13.79,1
10842,FedEx,13.87,2,0.0,0
10843,UPS,39.3,7,0.0,1
10844,FedEx,12.18,2,0.0,0
10845,Standard,19.97,3,0.0,0
10846,Standard,10.74,4,6.38,1
10847,FedEx,16.3,1,0.0,0
10848,DHL,14.78,2,0.0,0
10849,Standard,17.81,8,0.0,0
10850,UPS,41.2,3,7.85,1
10851,Standard,6.22,2,0.0,0
10852,FedEx,14.36,2,0.0,0
10853,DHL,51.4,2,0.0,0
10854,Standard,9.36,7,0.0,0
10855,Standard,57.14,5,0.0,1
10856,UPS,14.65,4,0.0,0
10857,Standard,6.96,4,10.82,0
10858,Standard,23.53,1,0.0,0
10859,DHL,52.68,4,13.39,0
10860,DHL,158.52,4,0.0,0
10861,Standard,11.98,6,0.0,2
10862,Standard,27.04,4,9.04,1
10863,UPS,14.86,2,0.0,1
10864,FedEx,13.11,4,0.0,0
10865,Standard,14.9,4,6.79,0
10866,DHL,20.4,4,0.0,0
10867,FedEx,114.01,5,0.0,1
10868,Standard,72.6,5,0.0,1
10869,DHL,14.34,5,0.0,0
10870,Standard,23.47,5,0.0,0
10871,FedEx,21.87,4,11.48,0
10872,UPS,26.99,2,0.0,0
10873,UPS,136.91,4,0.0,0
10874,FedEx,77.16,3,0.0,2
10875,Standard,11.68,1,9.41,1
10876,Standard,10.02,3,0.0,0
10877,UPS,30.0,2,0.0,1
10878,UPS,11.78,2,8.3,0
10879,Standard,38.13,4,0.0,1
10880,Standard,8.62,4,0.0,0
10881,FedEx,8.4,2,0.0,0
10882,FedEx,81.19,5,0.0,0
10883,DHL,15.99,4,0.0,0
10884,FedEx,8.28,1,13.04,1
10885,FedEx,20.56,5,0.0,0
10886,Standard,35.54,7,0.0,0
10887,Standard,17.55,3,0.0,0
10888,UPS,7.79,1,10.81,0
10889,UPS,21.63,4,10.88,2
10890,FedEx,41.47,4,0.0,1
10891,FedEx,68.64,2,10.62,0
10892,Standard,17.26,3,9.78,0
10893,UPS,10.74,4,9.66,1
10894,Standard,8.0,3,0.0,0
10895,Standard,9.39,5,0.0,1
10896,UPS,23.62,3,20.93,0
10897,FedEx,16.54,3,0.0,0
10898,UPS,29.45,4,8.41,0
10899,FedEx,10.78,3,0.0,0
10900,DHL,11.89,4,0.0,0
10901,FedEx,15.7,2,6.38,1
10902,FedEx,13.07,3,0.0,0
10903,Standard,10.27,1,11.9,0
10904,DHL,34.48,1,0.0,0
10905,Standard,9.12,4,0.0,0
10906,Standard,10.49,3,0.0,0
10907,Standard,13.04,3,0.0,0
10908,Standard,32.89,3,0.0,0
10909,UPS,74.66,4,9.89,2
10910,DHL,13.07,4,0.0,0
10911,UPS,28.69,2,11.83,1
10912,Standard,5.5,3,0.0,1
10913,Standard,9.18,1,10.39,1
10914,UPS,7.5,2,9.65,0
10915,FedEx,13.12,4,0.0,0
10916,DHL,26.36,4,0.0,1
10917,DHL,71.95,7,6.3,2
10918,FedEx,13.26,1,9.03,0
10919,DHL,22.39,4,0.0,0
10920,FedEx,23.51,5,0.0,0
10921,Standard,17.85,3,0.0,0
10922,FedEx,36.64,3,13.83,1
10923,Standard,8.83,5,11.45,0
10924,FedEx,8.6,3,0.0,0
10925,Standard,22.34,2,11.15,0
10926,FedEx,14.49,3,0.0,1
10927,Standard,23.72,7,0.0,0
10928,UPS,105.78,5,0.0,0
10929,UPS,16.42,5,12.9,1
10930,FedEx,45.03,7,10.81,1
10931,FedEx,29.97,5,8.46,1
10932,DHL,10.05,4,13.33,1
10933,FedEx,27.47,2,0.0,0
10934,FedEx,13.59,4,0.0,0
10935,FedEx,20.63,3,0.0,0
10936,Standard,23.36,4,0.0,0
10937,Standard,9.51,3,0.0,0
10938,FedEx,8.42,1,0.0,0
10939,FedEx,9.28,2,0.0,1
10940,FedEx,43.07,1,9.95,0
