order_id,customer_id,order_date,acquisition_channel,promo_code,discount_pct,discount_band,shipping_fee_charged
7370,2483,2024-10-10,Organic,WELCOME10,0.0796,Low,9.99
7371,138,2024-10-19,Paid Social,WELCOME10,0.0508,Low,7.99
7372,946,2024-10-08,Organic,FLASH30,0.3684,High,0.0
7373,1025,2024-10-12,Email,,0.0,No Discount,0.0
7374,3102,2024-10-05,Organic,FLASH30,0.2476,High,0.0
7375,1767,2024-10-14,Referral,SAVE15,0.1477,Mid,7.99
7376,190,2024-10-07,Organic,WELCOME10,0.0786,Low,9.99
7377,3563,2024-10-03,Referral,,0.0,No Discount,8.99
7378,1556,2024-10-07,Email,WELCOME10,0.0745,Low,7.99
7379,302,2024-10-28,Organic,WELCOME10,0.0966,Low,0.0
7380,1685,2024-10-14,Organic,FLASH30,0.3257,High,0.0
7381,3768,2024-10-19,Paid Social,SAVE15,0.1689,Mid,9.99
7382,3185,2024-10-02,Organic,WELCOME10,0.0639,Low,7.99
7383,2374,2024-10-28,Organic,WELCOME10,0.0848,Low,0.0
7384,3027,2024-10-26,Organic,WELCOME10,0.0881,Low,7.99
7385,2091,2024-10-23,Paid Social,WELCOME10,0.0648,Low,8.99
7386,3198,2024-10-16,Organic,SAVE15,0.1082,Mid,7.99
7387,3346,2024-10-20,Email,,0.0,No Discount,0.0
7388,1368,2024-10-27,Organic,WELCOME10,0.0979,Low,9.99
7389,1788,2024-10-21,Email,FLASH30,0.2442,High,0.0
7390,897,2024-10-09,Organic,FLASH30,0.3656,High,0.0
7391,2764,2024-10-02,Paid Social,FLASH30,0.3244,High,0.0
7392,529,2024-10-11,Email,SAVE15,0.15,Mid,9.99
7393,1897,2024-10-09,Email,FLASH30,0.3636,High,0.0
7394,3839,2024-10-23,Email,FLASH30,0.2521,High,0.0
7395,1875,2024-10-28,Referral,WELCOME10,0.0621,Low,7.99
7396,267,2024-10-08,Organic,,0.0,No Discount,10.99
7397,74,2024-10-15,Organic,FLASH30,0.2666,High,0.0
7398,3769,2024-10-15,Email,FLASH30,0.2726,High,0.0
7399,2842,2024-10-21,Paid Social,FLASH30,0.2474,High,0.0
7400,2851,2024-10-05,Paid Social,WELCOME10,0.0772,Low,8.99
7401,1496,2024-10-04,Paid Social,FLASH30,0.2985,High,0.0
7402,2022,2024-10-05,Organic,SAVE15,0.1947,Mid,7.99
7403,2246,2024-10-25,Organic,,0.0,No Discount,9.99
7404,3064,2024-10-23,Referral,WELCOME10,0.0742,Low,0.0
7405,2060,2024-10-21,Organic,WELCOME10,0.0787,Low,0.0
7406,1226,2024-10-15,Referral,,0.0,No Discount,9.99
7407,2148,2024-10-13,Referral,WELCOME10,0.0853,Low,7.99
7408,2746,2024-10-16,Email,,0.0,No Discount,0.0
7409,233,2024-10-03,Referral,WELCOME10,0.067,Low,0.0
7410,1902,2024-10-17,Organic,FLASH30,0.3009,High,0.0
7411,1390,2024-10-26,Organic,SAVE15,0.1256,Mid,7.99
7412,3567,2024-10-06,Referral,FLASH30,0.3834,High,0.0
7413,1572,2024-10-04,Paid Social,SAVE15,0.1634,Mid,8.99
7414,2517,2024-10-14,Organic,SAVE15,0.1041,Mid,0.0
7415,1826,2024-10-01,Organic,WELCOME10,0.0972,Low,0.0
7416,3238,2024-10-20,Organic,FLASH30,0.244,High,0.0
7417,3706,2024-10-10,Organic,FLASH30,0.3107,High,0.0
7418,330,2024-10-01,Organic,,0.0,No Discount,8.99
7419,81,2024-10-14,Email,FLASH30,0.3593,High,0.0
7420,2830,2024-10-11,Email,SAVE15,0.1322,Mid,0.0
7421,2527,2024-10-28,Referral,,0.0,No Discount,0.0
7422,2229,2024-10-23,Organic,SAVE15,0.1757,Mid,7.99
7423,1733,2024-10-04,Email,FLASH30,0.2706,High,0.0
7424,2992,2024-10-17,Email,,0.0,No Discount,0.0
7425,2825,2024-10-09,Referral,SAVE15,0.1419,Mid,7.99
7426,1679,2024-10-13,Referral,SAVE15,0.1488,Mid,0.0
7427,1319,2024-10-23,Email,,0.0,No Discount,9.99
7428,3821,2024-10-02,Email,,0.0,No Discount,0.0
7429,1640,2024-10-14,Email,WELCOME10,0.0625,Low,0.0
7430,823,2024-10-18,Organic,,0.0,No Discount,8.99
7431,3815,2024-10-15,Paid Social,SAVE15,0.1085,Mid,8.99
7432,2838,2024-10-14,Organic,,0.0,No Discount,8.99
7433,2246,2024-10-06,Organic,SAVE15,0.1482,Mid,9.99
7434,3065,2024-10-17,Paid Social,FLASH30,0.2644,High,0.0
7435,883,2024-10-21,Referral,,0.0,No Discount,8.99
7436,2245,2024-10-14,Paid Social,FLASH30,0.3536,High,0.0
7437,1086,2024-10-21,Email,SAVE15,0.1732,Mid,7.99
7438,3420,2024-10-13,Referral,,0.0,No Discount,10.99
7439,529,2024-10-28,Email,,0.0,No Discount,9.99
7440,863,2024-10-26,Email,,0.0,No Discount,9.99
7441,980,2024-10-27,Organic,FLASH30,0.3458,High,0.0
7442,1756,2024-10-21,Paid Social,SAVE15,0.1779,Mid,8.99
7443,511,2024-10-01,Organic,,0.0,No Discount,7.99
7444,2196,2024-10-04,Email,,0.0,No Discount,10.99
7445,2932,2024-10-19,Organic,WELCOME10,0.0609,Low,9.99
7446,30,2024-10-25,Email,WELCOME10,0.0916,Low,0.0
7447,3526,2024-10-17,Paid Social,SAVE15,0.1882,Mid,9.99
7448,3390,2024-10-06,Organic,,0.0,No Discount,0.0
7449,207,2024-10-23,Organic,,0.0,No Discount,0.0
7450,267,2024-10-21,Organic,SAVE15,0.1249,Mid,10.99
7451,2313,2024-10-13,Paid Social,WELCOME10,0.0704,Low,0.0
7452,1268,2024-10-12,Referral,FLASH30,0.277,High,0.0
7453,1980,2024-10-04,Organic,,0.0,No Discount,7.99
7454,2286,2024-10-21,Organic,WELCOME10,0.0866,Low,0.0
7455,2563,2024-10-07,Email,SAVE15,0.1353,Mid,9.99
7456,2925,2024-10-05,Organic,,0.0,No Discount,7.99
7457,3400,2024-10-02,Email,,0.0,No Discount,0.0
7458,2426,2024-10-18,Email,FLASH30,0.272,High,0.0
7459,405,2024-10-21,Referral,,0.0,No Discount,10.99
7460,528,2024-10-07,Referral,WELCOME10,0.0739,Low,8.99
7461,2462,2024-10-13,Email,SAVE15,0.1909,Mid,0.0
7462,2849,2024-10-06,Email,SAVE15,0.1274,Mid,9.99
7463,3011,2024-10-20,Organic,,0.0,No Discount,0.0
7464,2101,2024-10-02,Email,,0.0,No Discount,0.0
7465,2403,2024-10-03,Email,FLASH30,0.3372,High,0.0
7466,3883,2024-10-27,Email,WELCOME10,0.0972,Low,8.99
7467,1405,2024-10-15,Organic,SAVE15,0.1329,Mid,8.99
7468,852,2024-10-23,Organic,WELCOME10,0.0816,Low,0.0
7469,3854,2024-10-28,Paid Social,FLASH30,0.3434,High,0.0
7470,3654,2024-10-01,Organic,,0.0,No Discount,8.99
7471,28,2024-10-10,Organic,FLASH30,0.3074,High,0.0
7472,1620,2024-10-08,Organic,WELCOME10,0.0574,Low,9.99
7473,2938,2024-10-08,Organic,SAVE15,0.1848,Mid,8.99
7474,691,2024-10-11,Organic,WELCOME10,0.0988,Low,8.99
7475,132,2024-10-11,Referral,,0.0,No Discount,10.99
7476,158,2024-10-18,Email,,0.0,No Discount,7.99
7477,2275,2024-10-20,Referral,WELCOME10,0.0647,Low,7.99
7478,914,2024-10-07,Referral,WELCOME10,0.0527,Low,7.99
7479,1035,2024-10-01,Paid Social,WELCOME10,0.0896,Low,8.99
7480,58,2024-10-03,Paid Social,SAVE15,0.1201,Mid,7.99
7481,2908,2024-10-02,Organic,,0.0,No Discount,7.99
7482,3362,2024-10-27,Paid Social,FLASH30,0.3691,High,0.0
7483,2934,2024-10-14,Referral,,0.0,No Discount,8.99
7484,528,2024-10-19,Referral,,0.0,No Discount,0.0
7485,3799,2024-10-23,Paid Social,SAVE15,0.1256,Mid,0.0
7486,3823,2024-10-27,Paid Social,FLASH30,0.3424,High,0.0
7487,1039,2024-10-14,Paid Social,,0.0,No Discount,7.99
7488,3928,2024-10-22,Email,,0.0,No Discount,0.0
7489,1786,2024-10-22,Referral,FLASH30,0.2587,High,0.0
7490,178,2024-10-05,Referral,WELCOME10,0.0938,Low,8.99
7491,2317,2024-10-10,Organic,WELCOME10,0.0885,Low,7.99
7492,2125,2024-10-04,Paid Social,FLASH30,0.2934,High,0.0
7493,3401,2024-10-27,Organic,,0.0,No Discount,9.99
7494,1427,2024-10-15,Organic,FLASH30,0.2746,High,0.0
7495,3063,2024-10-22,Organic,,0.0,No Discount,7.99
7496,3135,2024-10-09,Email,,0.0,No Discount,9.99
7497,154,2024-10-14,Paid Social,WELCOME10,0.0546,Low,9.99
7498,2718,2024-10-27,Referral,FLASH30,0.2229,High,0.0
7499,1925,2024-10-21,Organic,WELCOME10,0.0659,Low,0.0
7500,789,2024-10-18,Email,FLASH30,0.3681,High,0.0
7501,1679,2024-10-24,Referral,SAVE15,0.1415,Mid,0.0
7502,3400,2024-10-02,Email,WELCOME10,0.0594,Low,10.99
7503,2785,2024-10-13,Organic,SAVE15,0.1969,Mid,10.99
7504,2512,2024-10-13,Paid Social,FLASH30,0.2499,High,0.0
7505,321,2024-10-11,Referral,WELCOME10,0.0744,Low,7.99
7506,2686,2024-10-02,Email,WELCOME10,0.0722,Low,8.99
7507,3025,2024-10-14,Paid Social,FLASH30,0.3633,High,0.0
7508,3769,2024-10-13,Email,,0.0,No Discount,7.99
7509,3167,2024-10-25,Organic,FLASH30,0.3969,High,0.0
7510,318,2024-10-28,Email,SAVE15,0.1672,Mid,0.0
7511,3749,2024-10-07,Paid Social,SAVE15,0.1621,Mid,7.99
7512,3147,2024-10-08,Email,SAVE15,0.137,Mid,7.99
7513,13,2024-10-11,Email,SAVE15,0.1025,Mid,8.99
7514,2859,2024-10-07,Email,SAVE15,0.1979,Mid,0.0
7515,1210,2024-10-20,Paid Social,WELCOME10,0.0603,Low,9.99
7516,2417,2024-10-23,Organic,FLASH30,0.3374,High,0.0
7517,1119,2024-10-12,Organic,WELCOME10,0.0621,Low,0.0
7518,2922,2024-10-08,Organic,SAVE15,0.1104,Mid,8.99
7519,733,2024-10-08,Organic,,0.0,No Discount,7.99
7520,3315,2024-10-12,Organic,,0.0,No Discount,7.99
7521,290,2024-10-12,Organic,FLASH30,0.2715,High,0.0
7522,104,2024-10-19,Referral,,0.0,No Discount,9.99
7523,508,2024-10-28,Email,SAVE15,0.1944,Mid,0.0
7524,1555,2024-10-23,Organic,SAVE15,0.1663,Mid,7.99
7525,2651,2024-10-19,Referral,WELCOME10,0.0661,Low,9.99
7526,1936,2024-10-06,Organic,SAVE15,0.109,Mid,7.99
7527,1908,2024-10-09,Organic,,0.0,No Discount,9.99
7528,3429,2024-10-14,Referral,WELCOME10,0.0566,Low,7.99
7529,2257,2024-10-11,Referral,,0.0,No Discount,9.99
7530,2054,2024-10-09,Referral,WELCOME10,0.0851,Low,7.99
7531,1691,2024-10-25,Email,SAVE15,0.1927,Mid,0.0
7532,3901,2024-10-15,Organic,SAVE15,0.1037,Mid,7.99
7533,974,2024-10-06,Referral,WELCOME10,0.0513,Low,7.99
7534,602,2024-10-23,Email,WELCOME10,0.0963,Low,7.99
7535,1987,2024-10-11,Organic,FLASH30,0.3127,High,0.0
7536,2732,2024-10-08,Organic,WELCOME10,0.0557,Low,7.99
7537,91,2024-10-25,Organic,FLASH30,0.3609,High,0.0
7538,3399,2024-10-17,Email,WELCOME10,0.0929,Low,7.99
7539,1120,2024-10-11,Referral,,0.0,No Discount,9.99
7540,2596,2024-10-25,Referral,FLASH30,0.2243,High,0.0
7541,669,2024-10-08,Organic,,0.0,No Discount,8.99
7542,3458,2024-10-25,Referral,SAVE15,0.1058,Mid,7.99
7543,1440,2024-10-14,Referral,FLASH30,0.397,High,0.0
7544,733,2024-10-03,Organic,SAVE15,0.193,Mid,7.99
7545,81,2024-10-22,Email,SAVE15,0.1679,Mid,7.99
7546,1237,2024-10-28,Organic,WELCOME10,0.0742,Low,7.99
7547,1534,2024-10-25,Email,,0.0,No Discount,8.99
7548,154,2024-10-19,Paid Social,,0.0,No Discount,9.99
7549,2234,2024-10-13,Referral,,0.0,No Discount,7.99
7550,1823,2024-10-07,Paid Social,FLASH30,0.3161,High,0.0
7551,1988,2024-10-28,Email,SAVE15,0.1414,Mid,0.0
7552,516,2024-10-26,Organic,FLASH30,0.3473,High,0.0
7553,1548,2024-10-03,Email,FLASH30,0.308,High,0.0
7554,3845,2024-10-04,Referral,,0.0,No Discount,8.99
7555,1433,2024-10-15,Organic,WELCOME10,0.0904,Low,8.99
7556,3150,2024-10-25,Organic,,0.0,No Discount,0.0
7557,466,2024-10-19,Email,,0.0,No Discount,8.99
7558,457,2024-10-25,Referral,,0.0,No Discount,10.99
7559,3997,2024-10-28,Organic,WELCOME10,0.0518,Low,7.99
7560,2618,2024-10-03,Referral,FLASH30,0.2537,High,0.0
7561,2682,2024-10-27,Referral,SAVE15,0.1727,Mid,9.99
7562,1714,2024-10-25,Referral,FLASH30,0.3688,High,0.0
7563,3034,2024-10-01,Organic,,0.0,No Discount,8.99
7564,3697,2024-10-26,Organic,FLASH30,0.3405,High,0.0
7565,322,2024-10-04,Paid Social,SAVE15,0.1558,Mid,8.99
7566,667,2024-10-11,Email,WELCOME10,0.0664,Low,8.99
7567,3431,2024-10-18,Paid Social,FLASH30,0.3936,High,0.0
7568,313,2024-10-05,Organic,,0.0,No Discount,7.99
7569,1440,2024-10-09,Referral,FLASH30,0.2911,High,0.0
7570,329,2024-10-18,Paid Social,SAVE15,0.1977,Mid,0.0
7571,1649,2024-10-04,Referral,FLASH30,0.2296,High,0.0
7572,1794,2024-10-02,Email,FLASH30,0.2369,High,0.0
7573,704,2024-10-07,Referral,WELCOME10,0.0863,Low,7.99
7574,321,2024-10-04,Referral,FLASH30,0.3333,High,0.0
7575,1683,2024-10-01,Email,SAVE15,0.1406,Mid,10.99
7576,2084,2024-10-17,Organic,FLASH30,0.395,High,0.0
7577,2949,2024-10-08,Referral,WELCOME10,0.0796,Low,8.99
7578,2909,2024-10-04,Referral,,0.0,No Discount,9.99
7579,274,2024-10-09,Paid Social,FLASH30,0.3258,High,0.0
7580,1757,2024-10-12,Organic,FLASH30,0.2391,High,0.0
7581,3362,2024-10-22,Paid Social,SAVE15,0.1216,Mid,8.99
7582,2388,2024-10-02,Organic,FLASH30,0.3998,High,0.0
7583,3396,2024-10-13,Referral,,0.0,No Discount,8.99
7584,3771,2024-10-27,Referral,,0.0,No Discount,7.99
7585,1353,2024-10-04,Organic,WELCOME10,0.0624,Low,7.99
7586,510,2024-10-05,Organic,FLASH30,0.2513,High,0.0
7587,331,2024-10-25,Email,,0.0,No Discount,7.99
7588,479,2024-10-04,Paid Social,FLASH30,0.296,High,0.0
7589,2757,2024-10-08,Referral,WELCOME10,0.0892,Low,9.99
7590,447,2024-10-27,Referral,SAVE15,0.1376,Mid,0.0
7591,3780,2024-10-16,Referral,,0.0,No Discount,10.99
7592,2660,2024-10-18,Organic,SAVE15,0.1452,Mid,0.0
7593,3794,2024-10-08,Organic,,0.0,No Discount,0.0
7594,2273,2024-10-23,Email,WELCOME10,0.0529,Low,8.99
7595,789,2024-10-07,Email,SAVE15,0.1457,Mid,0.0
7596,652,2024-10-22,Referral,FLASH30,0.3683,High,0.0
7597,3066,2024-10-24,Paid Social,FLASH30,0.3873,High,0.0
7598,2,2024-10-01,Paid Social,FLASH30,0.3309,High,0.0
7599,3469,2024-10-18,Paid Social,SAVE15,0.1062,Mid,9.99
7600,123,2024-10-21,Organic,FLASH30,0.3767,High,0.0
7601,2414,2024-10-21,Paid Social,WELCOME10,0.0989,Low,8.99
7602,1579,2024-10-01,Referral,,0.0,No Discount,0.0
7603,2452,2024-10-26,Email,,0.0,No Discount,0.0
7604,3115,2024-10-08,Paid Social,WELCOME10,0.0995,Low,8.99
7605,423,2024-10-13,Organic,SAVE15,0.1301,Mid,8.99
7606,3757,2024-10-17,Organic,SAVE15,0.1065,Mid,10.99
7607,2386,2024-10-22,Email,WELCOME10,0.053,Low,0.0
7608,1545,2024-10-23,Paid Social,FLASH30,0.2612,High,0.0
7609,3903,2024-10-12,Email,,0.0,No Discount,8.99
7610,3232,2024-10-15,Organic,FLASH30,0.2904,High,0.0
7611,632,2024-10-05,Email,SAVE15,0.1628,Mid,8.99
7612,345,2024-10-02,Email,,0.0,No Discount,0.0
7613,3671,2024-10-24,Paid Social,SAVE15,0.1271,Mid,8.99
7614,2347,2024-10-01,Referral,FLASH30,0.3669,High,0.0
7615,1866,2024-10-05,Referral,SAVE15,0.1531,Mid,0.0
7616,302,2024-10-18,Organic,SAVE15,0.1521,Mid,7.99
7617,2189,2024-10-04,Organic,WELCOME10,0.0852,Low,7.99
7618,1083,2024-10-20,Referral,FLASH30,0.3975,High,0.0
7619,755,2024-10-09,Email,WELCOME10,0.0644,Low,7.99
7620,1584,2024-10-17,Organic,WELCOME10,0.0907,Low,9.99
7621,157,2024-10-08,Organic,WELCOME10,0.0789,Low,0.0
7622,2392,2024-10-25,Email,FLASH30,0.3213,High,0.0
7623,2493,2024-10-21,Organic,,0.0,No Discount,10.99
7624,2802,2024-10-18,Paid Social,SAVE15,0.1473,Mid,7.99
7625,101,2024-10-12,Referral,WELCOME10,0.094,Low,0.0
7626,674,2024-10-23,Email,WELCOME10,0.0839,Low,7.99
7627,3082,2024-10-10,Organic,SAVE15,0.1786,Mid,8.99
7628,2316,2024-10-12,Organic,FLASH30,0.2823,High,0.0
7629,32,2024-10-27,Referral,FLASH30,0.3045,High,0.0
7630,2923,2024-10-24,Organic,SAVE15,0.1323,Mid,8.99
7631,1679,2024-10-15,Referral,,0.0,No Discount,7.99
7632,1052,2024-10-08,Organic,FLASH30,0.2717,High,0.0
7633,3011,2024-10-18,Organic,,0.0,No Discount,8.99
7634,1443,2024-10-01,Organic,WELCOME10,0.0884,Low,0.0
7635,1820,2024-10-12,Paid Social,FLASH30,0.3431,High,0.0
7636,3411,2024-10-18,Email,FLASH30,0.2427,High,0.0
7637,577,2024-10-22,Referral,WELCOME10,0.1,Low,7.99
7638,2277,2024-10-16,Paid Social,FLASH30,0.2456,High,0.0
7639,398,2024-10-04,Organic,WELCOME10,0.0558,Low,9.99
7640,3896,2024-10-10,Paid Social,WELCOME10,0.0511,Low,0.0
7641,1256,2024-10-11,Referral,SAVE15,0.1213,Mid,7.99
7642,3614,2024-10-11,Referral,,0.0,No Discount,9.99
7643,1475,2024-10-05,Paid Social,FLASH30,0.3491,High,0.0
7644,3372,2024-10-09,Organic,,0.0,No Discount,8.99
7645,3050,2024-10-10,Organic,SAVE15,0.1344,Mid,0.0
7646,921,2024-10-18,Organic,WELCOME10,0.0708,Low,7.99
7647,2609,2024-10-12,Email,,0.0,No Discount,10.99
7648,926,2024-10-05,Organic,WELCOME10,0.0773,Low,8.99
7649,75,2024-10-09,Organic,,0.0,No Discount,10.99
7650,1185,2024-10-11,Organic,WELCOME10,0.0949,Low,9.99
7651,2853,2024-10-11,Email,FLASH30,0.3207,High,0.0
7652,694,2024-10-26,Paid Social,,0.0,No Discount,0.0
7653,2514,2024-10-23,Organic,,0.0,No Discount,7.99
7654,3050,2024-10-20,Organic,,0.0,No Discount,0.0
7655,1249,2024-10-13,Referral,FLASH30,0.3479,High,0.0
7656,390,2024-10-11,Referral,SAVE15,0.1783,Mid,8.99
7657,2387,2024-10-09,Referral,FLASH30,0.2915,High,0.0
7658,504,2024-10-05,Paid Social,FLASH30,0.3735,High,0.0
7659,11,2024-10-28,Paid Social,SAVE15,0.105,Mid,10.99
7660,502,2024-10-15,Referral,SAVE15,0.1473,Mid,0.0
7661,1066,2024-10-26,Referral,,0.0,No Discount,8.99
7662,2730,2024-10-16,Referral,SAVE15,0.1227,Mid,9.99
7663,1350,2024-10-12,Organic,,0.0,No Discount,0.0
7664,3654,2024-10-20,Organic,,0.0,No Discount,8.99
7665,2964,2024-10-15,Paid Social,FLASH30,0.2659,High,0.0
7666,3948,2024-10-02,Organic,WELCOME10,0.0647,Low,8.99
7667,2683,2024-10-01,Organic,FLASH30,0.2325,High,0.0
7668,90,2024-10-28,Paid Social,SAVE15,0.193,Mid,7.99
7669,575,2024-10-27,Referral,WELCOME10,0.0927,Low,10.99
7670,1075,2024-10-13,Referral,,0.0,No Discount,9.99
7671,2825,2024-10-11,Referral,,0.0,No Discount,7.99
7672,2596,2024-10-20,Referral,,0.0,No Discount,8.99
7673,798,2024-10-18,Organic,FLASH30,0.2299,High,0.0
7674,2810,2024-10-16,Organic,WELCOME10,0.0591,Low,0.0
7675,1103,2024-10-10,Email,SAVE15,0.1934,Mid,8.99
7676,2697,2024-10-22,Email,,0.0,No Discount,8.99
7677,1253,2024-10-01,Organic,SAVE15,0.1043,Mid,8.99
7678,833,2024-10-17,Paid Social,FLASH30,0.265,High,0.0
7679,1992,2024-10-04,Email,SAVE15,0.1306,Mid,7.99
7680,3916,2024-10-10,Paid Social,,0.0,No Discount,0.0
7681,2609,2024-10-08,Email,,0.0,No Discount,10.99
7682,1414,2024-10-02,Referral,FLASH30,0.2522,High,0.0
7683,2100,2024-10-21,Organic,,0.0,No Discount,7.99
7684,1760,2024-10-10,Referral,,0.0,No Discount,7.99
7685,131,2024-10-18,Organic,FLASH30,0.2861,High,0.0
7686,2720,2024-10-24,Paid Social,FLASH30,0.3456,High,0.0
7687,803,2024-10-04,Referral,FLASH30,0.3017,High,0.0
7688,2150,2024-10-11,Organic,FLASH30,0.3791,High,0.0
7689,281,2024-10-19,Organic,,0.0,No Discount,8.99
7690,3143,2024-10-27,Referral,WELCOME10,0.0872,Low,8.99
7691,69,2024-10-24,Organic,WELCOME10,0.0655,Low,7.99
7692,1309,2024-10-06,Organic,FLASH30,0.2747,High,0.0
7693,1549,2024-10-08,Paid Social,SAVE15,0.1434,Mid,8.99
7694,3082,2024-10-02,Organic,WELCOME10,0.0568,Low,8.99
7695,3875,2024-10-25,Referral,FLASH30,0.3529,High,0.0
7696,751,2024-10-27,Organic,WELCOME10,0.0961,Low,9.99
7697,538,2024-10-07,Organic,,0.0,No Discount,10.99
7698,2495,2024-10-15,Referral,SAVE15,0.1559,Mid,10.99
7699,863,2024-10-02,Email,SAVE15,0.1223,Mid,9.99
7700,104,2024-10-11,Referral,,0.0,No Discount,9.99
7701,917,2024-10-18,Organic,WELCOME10,0.0943,Low,8.99
7702,934,2024-10-11,Email,WELCOME10,0.0648,Low,10.99
7703,2217,2024-10-08,Organic,WELCOME10,0.0746,Low,8.99
7704,1803,2024-10-13,Organic,WELCOME10,0.0717,Low,8.99
7705,1351,2024-10-09,Email,SAVE15,0.147,Mid,9.99
7706,1147,2024-10-18,Email,SAVE15,0.1798,Mid,7.99
7707,1071,2024-10-20,Referral,WELCOME10,0.0789,Low,7.99
7708,3414,2024-10-10,Organic,SAVE15,0.1428,Mid,8.99
7709,1856,2024-10-18,Referral,WELCOME10,0.0676,Low,7.99
7710,3396,2024-10-09,Referral,SAVE15,0.1156,Mid,8.99
7711,3983,2024-10-27,Paid Social,WELCOME10,0.0908,Low,0.0
7712,1996,2024-10-11,Email,SAVE15,0.1451,Mid,0.0
7713,3699,2024-10-25,Organic,,0.0,No Discount,0.0
7714,672,2024-10-09,Paid Social,FLASH30,0.2916,High,0.0
7715,1245,2024-10-27,Paid Social,FLASH30,0.2795,High,0.0
7716,2660,2024-10-16,Organic,,0.0,No Discount,8.99
7717,941,2024-10-12,Organic,SAVE15,0.1121,Mid,0.0
7718,2366,2024-10-28,Email,SAVE15,0.1845,Mid,0.0
7719,3578,2024-10-02,Organic,,0.0,No Discount,0.0
7720,3875,2024-10-09,Referral,,0.0,No Discount,8.99
7721,2153,2024-10-16,Email,SAVE15,0.1403,Mid,7.99
7722,2948,2024-10-01,Email,FLASH30,0.2796,High,0.0
7723,2411,2024-10-22,Email,WELCOME10,0.0734,Low,8.99
7724,1692,2024-10-02,Referral,WELCOME10,0.0667,Low,7.99
7725,1430,2024-10-15,Paid Social,SAVE15,0.1848,Mid,9.99
7726,2464,2024-10-25,Paid Social,SAVE15,0.1505,Mid,8.99
7727,1393,2024-10-08,Organic,SAVE15,0.1383,Mid,8.99
7728,2989,2024-10-24,Organic,WELCOME10,0.066,Low,7.99
7729,479,2024-10-15,Paid Social,SAVE15,0.1772,Mid,7.99
7730,2887,2024-10-03,Organic,,0.0,No Discount,8.99
7731,2064,2024-10-12,Organic,SAVE15,0.1092,Mid,7.99
7732,321,2024-10-14,Referral,WELCOME10,0.0573,Low,7.99
7733,3343,2024-10-24,Organic,,0.0,No Discount,7.99
7734,2211,2024-10-26,Referral,WELCOME10,0.0772,Low,7.99
7735,2938,2024-10-28,Organic,WELCOME10,0.098,Low,8.99
7736,466,2024-10-19,Email,SAVE15,0.1826,Mid,0.0
7737,602,2024-10-13,Email,FLASH30,0.2845,High,0.0
7738,3493,2024-10-02,Referral,SAVE15,0.1029,Mid,7.99
7739,1877,2024-10-24,Organic,SAVE15,0.1048,Mid,0.0
7740,1167,2024-10-10,Email,FLASH30,0.3197,High,0.0
7741,2101,2024-10-05,Email,,0.0,No Discount,10.99
7742,1501,2024-10-22,Email,FLASH30,0.3255,High,0.0
7743,3875,2024-10-11,Referral,,0.0,No Discount,8.99
7744,769,2024-10-19,Organic,SAVE15,0.1173,Mid,8.99
7745,2138,2024-10-07,Email,FLASH30,0.3812,High,0.0
7746,1350,2024-10-01,Organic,,0.0,No Discount,7.99
7747,642,2024-10-23,Email,FLASH30,0.3117,High,0.0
7748,2754,2024-10-16,Organic,,0.0,No Discount,7.99
7749,529,2024-10-26,Email,WELCOME10,0.0704,Low,9.99
7750,1088,2024-10-27,Email,,0.0,No Discount,9.99
7751,1964,2024-10-08,Organic,,0.0,No Discount,0.0
7752,1707,2024-10-25,Organic,,0.0,No Discount,9.99
7753,3616,2024-10-13,Email,WELCOME10,0.0945,Low,7.99
7754,2630,2024-10-22,Organic,FLASH30,0.3103,High,0.0
7755,271,2024-10-06,Organic,,0.0,No Discount,0.0
7756,549,2024-10-23,Email,SAVE15,0.1104,Mid,0.0
7757,2350,2024-10-10,Organic,WELCOME10,0.0744,Low,9.99
7758,893,2024-10-04,Organic,WELCOME10,0.0757,Low,9.99
7759,765,2024-10-21,Referral,WELCOME10,0.0862,Low,7.99
7760,3948,2024-10-23,Organic,FLASH30,0.2791,High,0.0
7761,2851,2024-10-11,Paid Social,WELCOME10,0.0835,Low,0.0
7762,1201,2024-10-21,Paid Social,,0.0,No Discount,0.0
7763,120,2024-10-15,Paid Social,WELCOME10,0.0536,Low,9.99
7764,3160,2024-10-03,Paid Social,FLASH30,0.3805,High,0.0
7765,2324,2024-10-14,Organic,SAVE15,0.1457,Mid,8.99
7766,1256,2024-10-19,Referral,SAVE15,0.1359,Mid,0.0
7767,2131,2024-10-08,Organic,WELCOME10,0.0591,Low,9.99
7768,3568,2024-10-12,Paid Social,WELCOME10,0.0741,Low,9.99
7769,254,2024-10-10,Organic,,0.0,No Discount,9.99
7770,2928,2024-10-16,Paid Social,FLASH30,0.255,High,0.0
7771,3419,2024-10-05,Organic,,0.0,No Discount,9.99
7772,2105,2024-10-22,Paid Social,FLASH30,0.3754,High,0.0
7773,3820,2024-10-22,Referral,WELCOME10,0.0976,Low,8.99
7774,917,2024-10-12,Organic,WELCOME10,0.0699,Low,0.0
7775,2893,2024-10-17,Paid Social,FLASH30,0.2783,High,0.0
7776,1711,2024-10-11,Email,,0.0,No Discount,0.0
7777,1534,2024-10-04,Email,FLASH30,0.2495,High,0.0
7778,2558,2024-10-02,Organic,FLASH30,0.2308,High,0.0
7779,2442,2024-10-05,Organic,,0.0,No Discount,7.99
7780,1477,2024-10-23,Paid Social,WELCOME10,0.078,Low,8.99
