customer_id,segment,acquisition_channel,acquisition_cost,state_region,signup_date,satisfaction_score
2064,Retail,Organic,6.97,Metro,2024-07-09,8.5
2065,Retail,Paid Social,45.53,Suburban,2025-01-17,4.9
2066,Corporate,Referral,32.77,Remote,2024-03-04,6.4
2067,Retail,Paid Social,60.17,Metro,2025-05-26,7.9
2068,Retail,Referral,19.66,Remote,2024-03-27,6.9
2069,Retail,Organic,7.25,Metro,2024-12-09,8.0
2070,Retail,Paid Social,48.81,Metro,2024-01-05,5.9
2071,Wholesale,Referral,18.69,Suburban,2025-03-12,7.6
2072,Retail,Paid Social,51.88,Remote,2025-01-22,7.8
2073,Retail,Organic,6.85,Metro,2025-04-18,7.5
2074,Retail,Referral,30.56,Rural,2025-05-02,7.4
2075,Corporate,Paid Social,69.33,Metro,2025-04-01,5.8
2076,Retail,Paid Social,89.84,Rural,2024-12-07,5.5
2077,Retail,Referral,36.12,Suburban,2025-04-22,7.0
2078,Retail,Organic,15.83,Metro,2024-02-08,7.0
2079,Retail,Paid Social,72.06,Suburban,2024-12-26,8.1
2080,Corporate,Organic,10.17,Suburban,2025-06-09,8.5
2081,Retail,Paid Social,53.23,Suburban,2024-07-25,5.7
2082,Retail,Organic,11.3,Metro,2025-06-26,8.8
2083,Retail,Email,12.75,Metro,2024-10-21,5.3
2084,Retail,Organic,2.12,Remote,2024-09-05,9.3
2085,Retail,Email,30.21,Suburban,2024-06-03,8.8
2086,Corporate,Organic,3.0,Rural,2024-02-05,10.0
2087,Retail,Paid Social,69.9,Suburban,2025-04-18,7.3
2088,Retail,Paid Social,46.15,Rural,2025-01-20,6.6
2089,Retail,Email,27.01,Metro,2024-08-28,8.7
2090,Corporate,Paid Social,84.73,Suburban,2025-06-27,5.3
2091,Retail,Paid Social,71.53,Suburban,2024-04-09,5.6
2092,Retail,Referral,36.46,Metro,2025-03-11,7.7
2093,Retail,Paid Social,62.13,Metro,2024-09-22,7.7
2094,Retail,Organic,16.94,Suburban,2024-12-22,6.6
2095,Wholesale,Referral,31.46,Rural,2024-01-09,6.6
2096,Retail,Paid Social,45.79,Suburban,2024-11-01,6.4
2097,Retail,Organic,8.28,Metro,2025-01-03,8.5
2098,Retail,Paid Social,59.25,Remote,2025-06-24,5.3
2099,Retail,Organic,7.0,Metro,2024-07-10,8.4
2100,Retail,Organic,1.37,Metro,2024-02-21,9.2
2101,Retail,Email,21.09,Remote,2024-02-23,8.6
2102,Retail,Organic,2.46,Rural,2024-03-26,8.0
2103,Corporate,Email,0.0,Remote,2024-06-14,7.1
2104,Corporate,Referral,20.56,Rural,2025-03-18,9.9
2105,Retail,Paid Social,48.39,Suburban,2024-04-06,6.1
2106,Wholesale,Email,11.11,Metro,2024-03-27,8.3
2107,Wholesale,Email,0.0,Metro,2024-01-25,9.5
2108,Retail,Referral,15.49,Remote,2024-07-11,8.8
2109,Retail,Paid Social,58.87,Rural,2024-11-11,4.9
2110,Retail,Organic,5.46,Metro,2024-06-21,6.1
2111,Retail,Paid Social,68.97,Metro,2024-09-12,5.7
2112,Retail,Paid Social,87.07,Metro,2024-05-21,7.0
2113,Retail,Organic,10.07,Metro,2025-03-03,8.1
2114,Wholesale,Paid Social,80.48,Rural,2024-01-08,8.7
2115,Retail,Organic,12.44,Metro,2024-04-22,8.1
2116,Corporate,Referral,13.81,Suburban,2024-11-26,7.4
2117,Retail,Organic,9.76,Remote,2025-04-01,6.2
2118,Retail,Organic,11.98,Suburban,2024-08-22,9.0
2119,Corporate,Organic,6.26,Suburban,2024-02-02,7.6
2120,Retail,Organic,4.84,Metro,2024-10-25,5.8
2121,Retail,Organic,10.12,Metro,2024-05-08,7.6
2122,Retail,Organic,2.07,Metro,2024-06-11,6.4
2123,Corporate,Organic,3.65,Metro,2025-05-21,7.1
2124,Retail,Organic,5.33,Metro,2025-05-24,7.6
2125,Retail,Paid Social,70.11,Metro,2024-05-12,5.0
2126,Retail,Paid Social,65.94,Metro,2024-11-09,5.5
2127,Retail,Paid Social,80.58,Metro,2024-10-28,5.2
2128,Retail,Paid Social,45.41,Remote,2025-06-28,5.2
2129,Retail,Organic,4.1,Metro,2025-06-15,6.4
2130,Retail,Organic,10.1,Metro,2024-07-01,7.0
2131,Retail,Organic,4.81,Rural,2024-01-28,6.5
2132,Retail,Email,13.17,Metro,2024-01-18,7.9
2133,Corporate,Referral,5.43,Suburban,2024-01-16,8.0
2134,Retail,Referral,26.91,Rural,2025-03-04,9.2
2135,Retail,Paid Social,89.74,Suburban,2025-02-28,8.4
2136,Retail,Paid Social,43.47,Metro,2025-03-21,6.9
2137,Wholesale,Paid Social,80.39,Rural,2024-03-07,6.6
2138,Retail,Email,17.52,Suburban,2024-02-11,8.1
2139,Retail,Email,3.88,Metro,2024-04-10,7.8
2140,Retail,Referral,15.05,Metro,2024-12-25,7.9
2141,Retail,Referral,14.44,Metro,2024-01-14,7.8
2142,Retail,Paid Social,56.3,Rural,2024-12-25,4.9
2143,Retail,Email,21.36,Metro,2025-05-20,8.2
2144,Retail,Email,32.79,Metro,2024-03-11,7.2
2145,Retail,Paid Social,36.24,Suburban,2025-02-12,7.8
2146,Retail,Referral,19.15,Remote,2024-10-23,8.9
2147,Corporate,Organic,4.42,Metro,2025-05-14,6.8
2148,Retail,Referral,11.32,Metro,2024-05-20,9.3
2149,Wholesale,Email,18.76,Metro,2024-05-04,4.1
2150,Corporate,Organic,8.01,Suburban,2024-01-12,9.9
2151,Corporate,Email,3.49,Suburban,2025-01-17,5.6
2152,Corporate,Organic,8.07,Rural,2025-04-10,8.2
2153,Retail,Email,8.36,Metro,2024-01-24,7.7
2154,Retail,Email,18.09,Metro,2024-09-06,8.5
2155,Retail,Paid Social,84.85,Metro,2025-02-24,5.7
2156,Retail,Referral,28.63,Metro,2025-03-02,5.2
2157,Retail,Organic,8.71,Suburban,2025-05-12,7.2
2158,Retail,Organic,5.88,Rural,2025-02-15,7.3
2159,Retail,Paid Social,63.2,Metro,2025-05-08,3.6
2160,Wholesale,Organic,10.25,Rural,2025-06-16,7.7
2161,Corporate,Paid Social,70.35,Metro,2025-05-26,4.8
2162,Retail,Organic,7.6,Suburban,2024-08-13,8.4
2163,Retail,Paid Social,65.91,Metro,2024-08-16,5.8
2164,Retail,Paid Social,38.3,Suburban,2024-08-27,8.5
2165,Corporate,Referral,16.66,Metro,2025-06-26,7.5
2166,Retail,Organic,10.83,Remote,2024-06-01,8.1
2167,Retail,Referral,32.42,Remote,2025-02-21,7.5
2168,Retail,Paid Social,63.68,Rural,2024-12-24,4.2
2169,Retail,Paid Social,88.62,Rural,2024-02-27,5.9
2170,Corporate,Paid Social,71.14,Metro,2024-09-23,7.0
2171,Wholesale,Paid Social,57.8,Suburban,2024-04-03,6.8
2172,Retail,Organic,3.12,Metro,2025-02-22,7.2
2173,Retail,Paid Social,87.9,Rural,2024-09-24,4.4
2174,Retail,Organic,11.08,Metro,2024-07-15,8.4
2175,Retail,Paid Social,94.37,Metro,2024-02-01,6.6
2176,Wholesale,Paid Social,101.0,Suburban,2024-03-06,7.1
2177,Corporate,Paid Social,38.84,Metro,2025-02-08,5.8
2178,Retail,Email,7.73,Rural,2025-04-25,5.2
2179,Retail,Organic,0.0,Metro,2024-06-04,8.2
2180,Retail,Referral,33.18,Suburban,2025-03-21,7.8
2181,Retail,Email,23.25,Rural,2024-10-06,8.9
2182,Retail,Referral,24.98,Suburban,2024-07-24,7.8
2183,Corporate,Email,8.19,Metro,2024-09-01,7.1
2184,Retail,Organic,7.64,Metro,2025-01-07,8.1
2185,Retail,Paid Social,65.32,Metro,2025-05-03,5.4
2186,Corporate,Organic,11.13,Metro,2024-09-16,6.8
2187,Corporate,Email,20.18,Suburban,2024-07-22,7.1
2188,Retail,Paid Social,73.95,Metro,2025-02-12,5.0
2189,Retail,Organic,7.5,Metro,2024-10-15,7.3
2190,Retail,Referral,35.81,Metro,2024-08-18,10.0
2191,Corporate,Organic,10.53,Remote,2024-09-13,8.9
2192,Retail,Paid Social,40.64,Metro,2024-10-22,6.5
2193,Retail,Email,29.11,Metro,2024-03-08,9.1
2194,Retail,Organic,12.9,Suburban,2024-02-05,6.6
2195,Retail,Paid Social,70.38,Metro,2024-12-06,9.1
2196,Retail,Email,20.25,Remote,2024-04-05,6.6
2197,Corporate,Organic,14.63,Metro,2024-10-02,10.0
2198,Retail,Paid Social,32.6,Suburban,2025-03-02,8.5
2199,Retail,Organic,12.96,Suburban,2024-04-02,5.5
2200,Wholesale,Email,14.19,Rural,2024-07-05,9.0
2201,Retail,Organic,12.38,Suburban,2025-06-18,7.3
2202,Retail,Referral,25.2,Rural,2024-01-07,7.1
2203,Retail,Referral,11.57,Suburban,2025-02-17,8.4
2204,Retail,Organic,6.01,Suburban,2024-04-03,6.4
2205,Retail,Paid Social,80.39,Suburban,2025-05-23,6.7
2206,Retail,Paid Social,58.22,Suburban,2024-08-10,5.0
2207,Retail,Email,13.03,Suburban,2024-01-13,7.4
2208,Retail,Paid Social,50.69,Metro,2025-01-19,7.7
2209,Retail,Organic,10.57,Metro,2024-03-28,8.1
2210,Corporate,Organic,15.0,Metro,2024-07-23,7.2
2211,Retail,Referral,2.59,Metro,2024-10-12,8.4
2212,Corporate,Paid Social,112.41,Metro,2025-02-10,4.4
2213,Retail,Referral,26.04,Metro,2024-08-10,6.8
2214,Retail,Paid Social,72.44,Suburban,2025-04-03,5.6
2215,Retail,Referral,19.64,Suburban,2024-09-10,8.7
2216,Retail,Organic,7.99,Suburban,2024-07-22,8.1
2217,Retail,Organic,8.77,Suburban,2024-07-08,8.2
2218,Corporate,Referral,13.51,Metro,2025-03-11,7.8
2219,Retail,Referral,15.94,Metro,2024-12-02,6.9
2220,Retail,Paid Social,83.32,Suburban,2024-03-08,7.9
2221,Retail,Paid Social,34.06,Rural,2025-02-02,5.3
2222,Retail,Paid Social,69.94,Suburban,2024-08-14,6.6
2223,Retail,Paid Social,55.33,Suburban,2024-07-09,6.0
2224,Retail,Organic,4.16,Suburban,2024-02-28,8.3
2225,Retail,Referral,43.72,Rural,2025-06-17,7.1
2226,Retail,Organic,4.18,Rural,2024-01-11,8.9
2227,Retail,Email,8.96,Rural,2025-06-16,8.9
2228,Retail,Organic,7.25,Metro,2024-02-27,8.8
2229,Retail,Organic,4.93,Metro,2024-10-06,7.8
2230,Retail,Email,18.05,Metro,2024-02-08,6.7
2231,Wholesale,Paid Social,64.8,Suburban,2024-09-16,9.5
2232,Retail,Email,19.88,Rural,2025-04-03,6.0
2233,Corporate,Organic,7.5,Metro,2024-11-15,8.7
2234,Retail,Referral,16.98,Metro,2024-10-05,8.2
2235,Retail,Email,23.15,Rural,2024-03-25,7.1
2236,Retail,Referral,22.88,Metro,2025-06-22,8.0
2237,Retail,Organic,6.02,Rural,2024-07-02,7.0
2238,Retail,Paid Social,88.64,Metro,2024-10-16,6.6
2239,Corporate,Paid Social,59.82,Metro,2025-05-06,6.5
2240,Retail,Paid Social,81.66,Metro,2024-12-17,9.3
2241,Retail,Organic,12.91,Metro,2025-02-16,8.9
2242,Retail,Organic,13.15,Metro,2024-04-28,8.2
2243,Retail,Paid Social,74.44,Metro,2024-09-05,6.8
2244,Corporate,Organic,8.0,Metro,2024-10-15,9.8
2245,Retail,Paid Social,60.85,Metro,2024-04-28,4.9
2246,Retail,Organic,7.02,Rural,2024-07-04,7.4
2247,Wholesale,Organic,0.0,Metro,2025-03-08,5.3
2248,Wholesale,Paid Social,74.94,Metro,2025-05-21,6.8
2249,Retail,Paid Social,66.4,Metro,2025-03-04,7.1
2250,Retail,Paid Social,76.86,Remote,2025-05-06,4.9
2251,Corporate,Paid Social,59.89,Rural,2025-06-27,7.8
2252,Retail,Email,23.32,Remote,2024-04-17,6.3
2253,Retail,Paid Social,37.2,Remote,2025-04-02,5.7
2254,Retail,Paid Social,40.95,Metro,2024-12-24,6.2
2255,Wholesale,Referral,0.0,Suburban,2025-04-15,9.7
2256,Wholesale,Paid Social,59.58,Metro,2024-12-14,5.1
2257,Retail,Referral,16.27,Rural,2024-03-28,8.1
2258,Retail,Email,10.77,Metro,2024-11-09,8.1
2259,Retail,Organic,9.34,Metro,2025-02-11,8.3
2260,Retail,Paid Social,54.34,Remote,2024-03-17,6.8
2261,Corporate,Email,6.54,Rural,2024-10-07,8.1
2262,Retail,Referral,49.45,Remote,2024-12-04,7.1
2263,Retail,Paid Social,61.33,Metro,2024-09-04,8.1
2264,Corporate,Organic,3.67,Metro,2025-03-09,7.5
2265,Retail,Paid Social,49.94,Metro,2024-03-03,5.8
2266,Corporate,Organic,7.31,Suburban,2024-07-15,9.2
2267,Retail,Email,16.6,Suburban,2025-06-28,6.4
2268,Corporate,Paid Social,85.44,Metro,2024-10-08,6.5
2269,Retail,Email,17.36,Rural,2024-04-02,6.3
2270,Retail,Referral,42.55,Metro,2024-03-02,10.0
2271,Retail,Paid Social,54.22,Suburban,2024-11-05,8.9
2272,Retail,Paid Social,69.68,Rural,2025-05-17,6.0
2273,Retail,Email,26.18,Suburban,2024-01-14,7.8
2274,Retail,Referral,35.95,Metro,2024-02-12,7.8
2275,Retail,Referral,37.12,Metro,2024-07-22,7.4
2276,Corporate,Organic,6.91,Metro,2024-04-11,7.7
2277,Retail,Paid Social,61.9,Rural,2024-03-18,6.1
2278,Retail,Organic,0.0,Suburban,2024-06-28,5.8
2279,Corporate,Referral,22.04,Metro,2024-12-05,8.1
2280,Retail,Email,26.73,Remote,2025-03-04,7.1
2281,Corporate,Paid Social,78.14,Suburban,2024-06-07,6.5
2282,Retail,Organic,7.65,Rural,2025-01-05,7.5
2283,Retail,Paid Social,92.58,Suburban,2025-03-24,5.7
2284,Retail,Email,14.93,Remote,2024-01-25,8.2
2285,Corporate,Organic,5.14,Metro,2025-04-16,8.2
2286,Retail,Organic,6.13,Metro,2024-04-04,9.3
2287,Retail,Referral,12.78,Rural,2025-01-24,8.4
2288,Wholesale,Email,22.98,Rural,2025-02-26,7.0
2289,Retail,Organic,9.15,Suburban,2025-04-12,8.3
2290,Corporate,Organic,10.44,Metro,2024-08-19,5.2
2291,Corporate,Referral,19.86,Metro,2024-12-18,10.0
2292,Wholesale,Email,17.54,Rural,2024-01-15,7.5
2293,Wholesale,Paid Social,22.79,Rural,2024-09-10,8.7
2294,Wholesale,Paid Social,68.77,Metro,2025-06-08,5.1
2295,Retail,Organic,8.4,Metro,2024-03-08,6.3
2296,Corporate,Organic,3.6,Suburban,2024-03-11,8.0
2297,Corporate,Email,17.16,Rural,2025-01-22,7.6
2298,Retail,Organic,6.97,Suburban,2024-10-24,8.0
2299,Retail,Organic,15.06,Suburban,2024-09-04,7.8
2300,Wholesale,Email,9.51,Remote,2024-05-02,6.4
2301,Retail,Referral,27.31,Metro,2024-04-14,6.0
2302,Retail,Email,9.27,Suburban,2025-02-22,7.5
2303,Retail,Paid Social,51.96,Suburban,2024-07-16,4.6
2304,Retail,Paid Social,66.98,Suburban,2025-02-24,4.4
2305,Corporate,Paid Social,58.2,Rural,2024-08-20,5.6
2306,Retail,Paid Social,61.89,Suburban,2024-08-20,6.6
2307,Corporate,Paid Social,67.99,Suburban,2024-05-16,8.5
2308,Corporate,Paid Social,53.11,Metro,2024-12-02,7.3
2309,Retail,Paid Social,77.91,Suburban,2024-06-06,7.8
2310,Corporate,Referral,20.95,Metro,2025-05-21,8.6
2311,Retail,Referral,23.02,Metro,2024-08-09,8.2
2312,Corporate,Organic,9.45,Suburban,2025-03-21,10.0
2313,Wholesale,Paid Social,66.09,Suburban,2024-09-10,4.5
2314,Retail,Organic,10.58,Remote,2024-08-01,7.1
2315,Corporate,Paid Social,67.71,Suburban,2024-09-19,5.7
2316,Retail,Organic,9.88,Rural,2024-08-25,8.7
2317,Retail,Organic,6.7,Metro,2024-09-13,6.4
2318,Corporate,Email,9.45,Suburban,2025-04-04,8.1
2319,Retail,Paid Social,36.3,Remote,2025-01-12,6.8
2320,Retail,Referral,7.29,Metro,2024-01-27,8.8
2321,Retail,Organic,15.05,Rural,2024-02-09,8.6
2322,Retail,Organic,0.0,Suburban,2024-01-02,9.4
2323,Corporate,Paid Social,83.49,Metro,2025-01-22,6.0
2324,Retail,Organic,4.72,Suburban,2024-04-07,8.2
2325,Retail,Organic,12.75,Metro,2024-07-02,6.7
2326,Retail,Referral,1.97,Metro,2025-03-20,6.6
2327,Corporate,Organic,7.06,Metro,2024-03-10,9.7
2328,Retail,Organic,13.82,Metro,2024-03-04,6.6
2329,Retail,Paid Social,74.84,Metro,2024-02-02,6.9
2330,Retail,Paid Social,55.93,Rural,2024-06-06,6.7
2331,Retail,Paid Social,27.03,Metro,2024-02-05,7.5
2332,Wholesale,Paid Social,38.2,Rural,2024-12-01,4.1
2333,Retail,Email,29.11,Suburban,2025-02-11,8.3
2334,Retail,Organic,6.61,Metro,2024-04-24,7.5
2335,Corporate,Paid Social,60.71,Metro,2024-10-12,5.4
2336,Retail,Email,20.27,Remote,2024-06-02,6.9
2337,Retail,Referral,10.97,Suburban,2024-02-25,9.0
2338,Retail,Paid Social,69.33,Remote,2024-09-18,7.0
2339,Retail,Paid Social,54.45,Metro,2025-01-28,5.9
2340,Corporate,Organic,9.17,Suburban,2024-05-17,6.2
2341,Corporate,Organic,5.69,Rural,2025-03-14,6.3
2342,Wholesale,Organic,1.71,Remote,2025-06-15,8.5
2343,Corporate,Email,14.58,Metro,2024-02-01,5.7
2344,Retail,Organic,10.56,Remote,2024-03-11,7.5
2345,Retail,Email,21.15,Metro,2024-06-13,10.0
2346,Retail,Organic,8.12,Rural,2025-04-09,8.2
2347,Wholesale,Referral,32.98,Suburban,2024-03-24,8.7
2348,Corporate,Email,16.37,Suburban,2024-09-27,5.9
2349,Retail,Organic,8.23,Metro,2024-10-14,6.1
2350,Corporate,Organic,6.08,Rural,2024-03-22,8.6
2351,Corporate,Organic,11.83,Metro,2024-01-07,7.3
2352,Wholesale,Referral,26.92,Suburban,2024-03-26,9.2
2353,Corporate,Organic,5.77,Suburban,2024-02-20,7.8
2354,Retail,Paid Social,35.2,Rural,2024-10-21,10.0
2355,Retail,Paid Social,81.89,Suburban,2025-05-17,5.5
2356,Retail,Email,12.05,Suburban,2024-07-24,7.7
2357,Retail,Paid Social,63.3,Suburban,2024-05-15,5.1
2358,Wholesale,Paid Social,104.35,Suburban,2024-05-27,7.5
2359,Retail,Referral,32.02,Suburban,2025-06-19,8.4
2360,Retail,Organic,14.44,Suburban,2025-06-13,6.6
2361,Retail,Email,13.7,Rural,2024-12-06,6.9
2362,Retail,Organic,12.28,Suburban,2024-09-26,9.4
2363,Retail,Paid Social,62.48,Metro,2024-03-02,7.7
2364,Retail,Referral,27.66,Suburban,2025-05-02,6.2
2365,Corporate,Email,34.17,Metro,2024-01-01,6.8
2366,Retail,Email,15.77,Metro,2024-03-04,9.5
2367,Retail,Organic,8.08,Rural,2025-01-07,7.5
2368,Retail,Paid Social,45.74,Suburban,2024-04-14,6.4
2369,Retail,Paid Social,77.99,Suburban,2024-02-08,7.5
2370,Corporate,Paid Social,51.91,Remote,2024-11-13,4.6
2371,Corporate,Paid Social,80.41,Metro,2024-01-13,5.1
2372,Retail,Paid Social,32.3,Metro,2024-05-13,5.8
2373,Wholesale,Paid Social,71.88,Metro,2024-12-02,7.7
2374,Corporate,Organic,5.43,Metro,2024-04-16,8.9
2375,Retail,Paid Social,75.15,Rural,2025-02-09,7.1
2376,Retail,Organic,7.95,Rural,2024-02-16,7.6
2377,Retail,Referral,18.65,Suburban,2024-12-02,9.3
2378,Corporate,Paid Social,55.04,Metro,2024-02-25,6.0
2379,Retail,Organic,4.6,Suburban,2025-02-21,8.4
2380,Retail,Email,24.7,Metro,2025-02-10,8.4
2381,Corporate,Referral,13.51,Suburban,2025-03-11,10.0
2382,Corporate,Organic,6.93,Suburban,2024-06-09,7.7
2383,Retail,Organic,9.38,Metro,2024-05-28,7.3
2384,Corporate,Organic,14.45,Rural,2025-06-20,9.3
2385,Retail,Organic,7.96,Rural,2025-02-13,9.4
2386,Corporate,Email,16.06,Metro,2024-04-19,6.7
2387,Retail,Referral,26.74,Suburban,2024-01-02,6.6
2388,Retail,Organic,0.0,Suburban,2024-07-24,9.2
2389,Wholesale,Email,8.41,Metro,2024-12-17,5.3
2390,Retail,Organic,6.5,Metro,2024-07-09,5.7
2391,Retail,Paid Social,49.17,Suburban,2025-03-20,5.9
2392,Retail,Email,5.19,Remote,2024-10-01,7.3
2393,Retail,Paid Social,77.44,Suburban,2025-06-14,4.8
2394,Retail,Organic,9.04,Suburban,2025-04-27,7.9
2395,Retail,Paid Social,64.52,Suburban,2024-09-22,6.4
2396,Corporate,Referral,17.06,Suburban,2025-04-02,7.2
2397,Corporate,Organic,8.32,Metro,2024-09-17,10.0
2398,Retail,Organic,10.06,Metro,2024-01-20,8.1
2399,Retail,Organic,6.94,Remote,2024-06-15,9.0
2400,Corporate,Paid Social,70.0,Rural,2024-08-10,4.4
2401,Retail,Paid Social,47.67,Remote,2025-06-20,4.3
2402,Retail,Email,18.78,Metro,2025-03-12,7.8
2403,Retail,Email,27.14,Suburban,2024-03-27,9.4
2404,Retail,Referral,36.32,Suburban,2024-01-24,6.6
2405,Retail,Email,28.62,Metro,2024-10-26,7.4
2406,Corporate,Organic,9.14,Metro,2024-10-12,6.1
2407,Wholesale,Paid Social,62.57,Rural,2025-02-19,5.2
2408,Retail,Organic,6.2,Suburban,2024-05-05,7.8
2409,Retail,Paid Social,29.47,Suburban,2025-03-22,5.5
2410,Retail,Referral,10.55,Metro,2024-08-22,6.2
2411,Retail,Email,16.66,Suburban,2024-07-22,5.6
2412,Corporate,Referral,22.92,Metro,2024-08-01,5.5
2413,Retail,Paid Social,87.42,Metro,2025-06-13,6.7
2414,Wholesale,Paid Social,85.67,Suburban,2024-08-08,6.8
2415,Retail,Paid Social,49.64,Metro,2024-11-26,6.8
2416,Retail,Organic,11.27,Remote,2025-05-16,6.5
2417,Retail,Organic,6.09,Suburban,2024-01-18,8.8
2418,Retail,Paid Social,74.29,Metro,2024-10-13,6.9
2419,Corporate,Organic,11.22,Metro,2025-01-04,7.6
2420,Corporate,Referral,36.42,Rural,2025-05-18,7.6
2421,Retail,Organic,6.03,Metro,2024-02-18,6.8
2422,Retail,Organic,12.06,Metro,2025-02-11,7.8
2423,Retail,Email,3.02,Suburban,2025-03-18,9.1
2424,Corporate,Organic,13.18,Metro,2024-07-11,9.0
2425,Retail,Referral,23.75,Suburban,2025-02-19,7.5
2426,Retail,Email,17.97,Suburban,2024-09-10,7.8
2427,Retail,Organic,0.0,Metro,2024-12-22,6.3
2428,Retail,Email,14.89,Rural,2024-08-25,8.1
2429,Retail,Paid Social,86.4,Suburban,2024-04-14,5.1
2430,Retail,Email,14.59,Suburban,2025-03-01,8.0
2431,Retail,Email,23.71,Metro,2024-04-20,10.0
2432,Retail,Email,18.28,Suburban,2024-04-27,6.5
2433,Retail,Paid Social,81.13,Metro,2025-04-20,9.6
2434,Wholesale,Paid Social,65.45,Suburban,2025-05-11,6.7
2435,Retail,Email,10.55,Metro,2024-11-16,6.3
2436,Retail,Referral,24.56,Remote,2024-11-11,6.8
2437,Retail,Paid Social,90.82,Metro,2024-07-22,8.9
2438,Retail,Email,21.98,Remote,2024-12-21,7.8
2439,Corporate,Paid Social,59.9,Remote,2024-11-18,5.4
2440,Retail,Email,36.05,Suburban,2024-10-11,7.0
2441,Retail,Referral,35.59,Metro,2024-12-05,8.3
2442,Wholesale,Organic,11.27,Metro,2024-10-18,7.6
2443,Corporate,Organic,9.27,Remote,2025-04-10,8.0
2444,Corporate,Paid Social,75.14,Suburban,2025-01-26,8.2
2445,Retail,Paid Social,75.73,Suburban,2024-07-02,4.7
2446,Retail,Paid Social,22.71,Metro,2024-12-24,6.9
2447,Corporate,Organic,9.58,Rural,2024-05-22,7.5
2448,Retail,Paid Social,59.11,Metro,2024-04-15,5.5
2449,Corporate,Paid Social,53.0,Metro,2025-03-28,7.4
2450,Corporate,Paid Social,58.48,Metro,2024-11-21,4.3
2451,Retail,Email,5.55,Suburban,2024-01-02,4.4
2452,Retail,Email,3.56,Rural,2024-07-11,7.5
2453,Retail,Email,27.97,Rural,2025-06-24,7.0
2454,Retail,Email,21.7,Metro,2024-12-22,5.6
2455,Retail,Paid Social,18.57,Metro,2025-04-05,4.0
2456,Corporate,Paid Social,51.63,Rural,2024-10-05,8.4
2457,Retail,Paid Social,77.85,Suburban,2024-01-26,6.7
2458,Corporate,Organic,6.88,Metro,2024-04-02,7.6
2459,Retail,Organic,12.98,Metro,2024-02-27,10.0
2460,Corporate,Paid Social,80.9,Suburban,2025-02-16,7.3
2461,Retail,Referral,10.43,Remote,2025-02-23,9.9
2462,Corporate,Email,16.85,Suburban,2024-09-07,5.8
2463,Corporate,Organic,6.21,Metro,2025-02-10,6.1
2464,Retail,Paid Social,36.99,Suburban,2024-10-21,6.8
2465,Retail,Organic,2.18,Metro,2025-02-05,8.1
2466,Corporate,Email,11.55,Rural,2025-01-03,8.7
2467,Retail,Email,12.87,Metro,2024-09-18,5.2
2468,Corporate,Paid Social,67.1,Metro,2024-12-01,6.9
2469,Wholesale,Paid Social,80.8,Suburban,2024-06-27,7.3
2470,Corporate,Paid Social,71.25,Metro,2025-02-19,7.2
2471,Retail,Paid Social,75.51,Metro,2025-05-20,5.6
2472,Retail,Referral,21.33,Suburban,2024-04-15,8.4
2473,Wholesale,Email,22.82,Rural,2025-01-18,6.3
2474,Retail,Paid Social,59.33,Rural,2024-02-27,5.7
2475,Retail,Paid Social,54.05,Metro,2024-07-01,4.8
2476,Retail,Organic,15.59,Metro,2025-01-07,6.7
2477,Corporate,Organic,0.0,Suburban,2024-05-20,7.3
2478,Retail,Organic,0.51,Suburban,2024-05-04,7.0
2479,Retail,Paid Social,68.89,Metro,2024-07-07,5.2
2480,Retail,Referral,21.35,Rural,2024-03-01,6.2
2481,Corporate,Paid Social,36.13,Remote,2024-12-02,8.5
2482,Retail,Organic,3.78,Metro,2024-03-13,7.0
2483,Corporate,Organic,4.3,Rural,2024-06-19,8.0
2484,Corporate,Paid Social,78.06,Suburban,2024-06-03,4.0
2485,Wholesale,Email,27.7,Metro,2025-06-28,8.8
2486,Corporate,Paid Social,91.51,Suburban,2025-06-22,6.3
2487,Retail,Email,5.29,Metro,2024-02-19,6.7
2488,Retail,Email,7.06,Metro,2024-03-03,6.7
2489,Retail,Organic,2.26,Remote,2025-02-15,8.6
2490,Wholesale,Paid Social,85.2,Suburban,2024-06-26,2.6
2491,Retail,Referral,28.17,Metro,2024-12-07,6.8
2492,Retail,Paid Social,63.44,Suburban,2025-05-16,6.0
2493,Corporate,Organic,8.92,Remote,2024-03-16,7.4
2494,Retail,Referral,23.43,Suburban,2025-06-20,10.0
2495,Corporate,Referral,12.79,Remote,2024-01-26,7.4
2496,Retail,Paid Social,71.24,Rural,2024-05-04,7.3
2497,Retail,Paid Social,58.65,Metro,2024-10-02,8.3
2498,Retail,Organic,3.2,Suburban,2025-04-03,8.4
2499,Retail,Email,22.59,Suburban,2024-10-08,6.4
2500,Retail,Paid Social,54.34,Rural,2024-03-10,4.6
2501,Wholesale,Organic,8.91,Metro,2024-05-25,8.5
2502,Retail,Email,17.0,Metro,2025-02-15,9.2
2503,Retail,Referral,32.91,Metro,2024-11-21,8.5
2504,Corporate,Email,19.76,Suburban,2024-01-17,8.7
2505,Corporate,Organic,4.47,Rural,2024-10-27,10.0
2506,Retail,Organic,9.29,Rural,2024-08-10,8.6
2507,Wholesale,Referral,27.55,Suburban,2024-01-19,6.5
2508,Retail,Referral,29.11,Metro,2024-05-08,7.9
2509,Retail,Paid Social,80.65,Metro,2025-05-07,7.7
2510,Retail,Email,13.07,Rural,2025-01-28,6.9
